559	196
558	196
557	195
556	195
555	194
554	194
553	194
552	194
551	194
550	193
549	193
548	193
547	193
546	193
545	193
544	193
543	193
542	193
541	193
540	193
539	193
538	193
537	193
536	193
535	194
534	194
533	194
532	194
530	194
529	194
528	194
527	194
526	194
525	194
524	194
523	194
522	194
521	194
520	194
519	194
518	194
517	194
516	194
515	194
514	194
513	194
512	193
511	193
510	193
509	193
508	193
507	193
506	192
505	192
504	192
503	191
502	191
501	190
500	190
499	189
498	189
497	188
496	187
495	187
494	186
493	186
492	185
491	185
490	184
489	183
488	183
487	182
486	182
485	181
484	180
483	180
482	179
481	179
480	178
479	177
478	176
477	176
476	175
475	175
474	174
473	174
472	173
471	173
470	172
469	172
469	171
468	171
467	170
466	170
465	169
464	169
463	169
463	168
462	168
461	168
460	167
459	167
458	167
458	166
457	166
456	166
455	165
454	165
453	165
452	164
451	164
450	164
449	164
448	163
447	163
446	163
445	163
444	162
443	162
442	162
441	162
440	162
439	161
438	161
437	161
436	161
435	161
434	161
433	160
432	160
431	160
430	160
429	160
428	160
427	160
426	160
425	160
424	159
422	159
421	159
420	159
419	159
418	159
417	159
416	159
415	159
414	159
413	159
412	159
411	159
410	159
409	159
408	159
407	159
406	159
405	159
404	159
403	159
402	159
401	159
400	159
399	159
398	159
397	159
396	159
395	159
394	159
393	159
392	159
391	159
390	159
389	159
388	159
387	159
386	159
385	159
384	159
383	159
382	159
381	159
380	159
379	159
378	159
377	159
376	159
375	160
374	160
373	160
372	160
371	160
370	160
369	160
368	160
367	160
366	160
365	160
364	160
363	160
362	160
361	160
360	160
359	160
358	160
357	160
356	160
355	160
354	160
353	160
352	160
351	160
350	160
349	160
348	160
347	160
346	160
345	160
344	160
343	160
342	160
341	160
340	160
339	160
338	160
337	160
336	160
335	160
334	160
333	160
332	160
331	160
330	160
329	160
328	160
327	160
326	160
325	160
324	160
323	161
322	161
321	161
320	161
319	161
318	161
317	161
316	161
315	161
314	162
313	162
312	162
311	162
310	162
309	163
308	163
307	163
306	163
305	164
304	164
303	164
302	165
301	165
300	166
299	166
298	166
297	167
296	167
295	168
294	168
294	169
293	170
292	170
291	171
290	171
289	172
288	172
287	173
286	174
285	174
284	175
283	175
282	176
281	176
281	177
280	177
279	178
278	178
277	179
276	179
275	180
274	180
273	181
272	181
271	182
270	183
269	183
268	184
267	184
266	185
265	185
264	186
263	186
262	187
261	187
261	188
260	188
259	188
258	189
257	189
256	190
255	190
255	191
254	191
253	191
252	192
251	192
250	192
249	193
248	193
248	194
247	194
246	194
245	195
244	195
243	195
242	196
241	196
240	196
239	197
238	197
237	198
236	198
235	198
234	199
233	199
232	199
231	199
230	200
229	200
228	200
227	201
226	201
225	201
224	201
224	202
223	202
222	202
221	202
220	203
219	203
218	203
217	203
216	203
215	204
214	204
213	204
212	204
211	205
210	205
209	205
208	205
207	205
206	205
205	206
204	206
203	206
202	206
201	206
200	207
199	207
198	207
197	207
196	207
195	207
194	207
193	208
192	208
191	208
190	208
189	208
188	208
187	208
186	208
185	209
184	209
183	209
182	209
181	209
180	209
179	209
178	209
177	209
176	209
175	210
174	210
173	210
172	210
171	210
170	210
169	210
168	210
167	210
166	210
165	210
163	210
162	210
161	211
160	211
159	211
158	211
157	211
156	211
155	211
154	211
153	211
152	211
151	211
150	211
149	211
148	211
147	211
146	211
145	212
144	212
143	212
142	212
141	212
140	212
139	212
138	212
137	212
136	212
135	212
134	212
133	212
132	212
131	213
130	213
129	213
128	213
127	213
126	213
125	213
124	213
123	213
122	213
122	214
121	214
120	214
119	214
118	214
117	214
116	214
115	214
114	215
113	215
112	215
111	215
110	215
109	215
108	216
107	216
106	216
105	216
104	216
103	217
102	217
101	217
100	218
99	218
98	218
97	218
96	219
95	219
94	219
93	219
92	220
91	220
90	220
89	221
88	221
87	222
86	222
85	222
84	223
83	223
82	224
81	224
80	225
79	225
78	226
77	226
76	227
76	228
75	228
75	229
75	230
74	231
74	232
74	233
74	234
74	235
75	236
75	238
75	239
76	240
76	242
77	243
77	244
77	245
78	247
78	248
78	249
77	249
77	250
76	251
75	251
74	252
73	252
72	253
72	254
71	255
70	256
70	257
70	259
