70	260
70	261
70	262
70	263
70	265
71	266
71	267
72	268
72	269
73	270
74	271
75	272
76	272
77	273
78	273
79	274
80	274
81	275
82	275
83	275
84	275
85	276
86	276
87	276
88	276
89	276
90	277
91	277
92	277
93	277
94	278
95	278
96	278
97	278
98	279
99	279
100	279
101	279
102	280
103	280
104	280
105	280
106	280
107	281
108	281
109	281
110	281
111	282
112	282
113	282
114	282
115	282
116	283
117	283
118	283
119	283
120	283
121	284
122	284
123	284
124	284
125	284
126	285
127	285
128	285
129	285
130	285
131	286
132	286
133	286
134	286
135	286
136	287
137	287
138	287
139	287
140	287
141	288
142	288
143	288
144	289
145	289
146	289
147	290
148	290
149	290
150	290
151	291
152	291
153	291
154	292
155	292
156	293
157	293
158	294
159	294
160	295
161	295
162	296
163	296
164	296
165	297
166	297
167	298
168	298
169	298
170	299
171	299
172	299
173	299
174	299
175	299
176	299
177	298
178	298
179	298
180	297
181	297
182	296
183	296
184	295
185	295
186	294
187	293
188	292
189	292
190	291
191	291
192	290
193	289
194	289
195	289
196	288
197	288
198	287
199	287
200	287
201	287
202	287
203	287
204	287
205	286
206	287
208	287
209	287
210	287
211	287
212	287
213	288
214	288
214	289
215	289
216	290
217	291
217	292
218	293
219	293
219	294
220	295
220	296
221	297
221	298
222	299
222	300
223	301
223	302
224	303
225	304
225	305
226	306
226	307
227	308
228	309
229	310
230	311
231	312
232	313
233	314
234	314
235	315
236	315
237	316
238	316
239	317
240	317
241	318
242	318
243	318
244	319
245	319
246	319
247	319
248	320
249	320
250	320
251	320
252	320
253	320
254	320
255	320
256	320
257	321
258	321
259	321
260	321
261	321
262	321
263	321
264	321
265	321
266	321
267	320
268	320
269	320
270	320
271	320
272	320
273	319
274	319
275	318
276	318
277	317
278	316
279	316
280	315
281	315
281	314
282	314
283	313
283	312
284	312
285	311
286	310
286	309
287	309
288	308
288	307
289	306
290	305
290	304
290	303
291	302
291	301
292	300
292	299
292	298
292	297
292	296
292	295
293	294
294	293
295	292
296	290
298	289
300	288
302	287
304	286
305	286
306	285
307	285
308	285
309	285
310	285
311	285
312	285
312	284
313	284
314	284
315	284
316	284
317	284
318	284
319	284
320	283
321	283
322	283
323	283
324	283
325	283
326	283
327	283
328	283
329	282
330	282
331	282
332	282
333	282
334	282
335	282
336	282
337	281
338	281
339	281
340	281
341	281
342	281
343	281
345	281
346	280
347	280
348	280
349	280
350	280
351	280
352	280
353	279
354	279
356	279
357	279
358	279
359	279
360	279
361	279
362	278
363	278
364	278
365	278
366	278
368	278
369	278
370	278
371	277
372	277
373	277
374	277
375	277
376	277
377	277
378	277
379	276
380	276
381	276
382	276
383	276
384	276
385	276
386	276
387	276
388	275
389	275
390	275
391	275
392	275
393	275
394	275
395	275
396	275
397	274
398	274
399	274
400	274
401	274
402	274
403	274
404	274
405	274
406	274
407	273
408	273
409	273
410	273
411	273
412	273
413	273
414	273
415	273
416	272
417	272
418	272
419	272
420	272
421	272
422	272
423	272
424	272
425	272
426	271
427	271
428	271
429	271
430	271
431	271
432	271
433	271
434	271
435	270
436	270
437	270
438	270
439	270
440	270
441	270
442	270
443	270
444	270
445	270
446	269
447	269
448	269
449	269
450	269
451	269
453	269
454	269
455	269
456	269
457	269
458	270
458	271
459	272
460	273
461	274
461	275
462	276
463	277
463	278
464	279
464	280
465	281
466	281
466	282
467	282
468	283
469	283
470	283
470	284
471	284
472	284
473	285
474	285
475	285
476	286
477	286
478	286
479	287
480	287
481	287
482	287
483	288
484	288
485	288
486	288
487	288
488	288
489	288
490	288
491	288
492	288
493	288
494	288
495	288
496	288
497	287
498	287
499	287
499	286
500	286
501	285
502	285
503	284
504	284
505	283
506	283
507	282
507	281
508	281
509	280
510	280
510	279
511	278
511	277
512	276
512	275
513	274
513	273
513	271
513	270
514	269
514	268
514	267
515	266
515	265
515	264
516	263
516	262
517	261
517	260
518	259
519	258
520	257
521	256
522	255
523	255
524	255
524	254
525	254
526	253
527	253
528	253
529	253
530	252
531	252
532	252
533	252
534	252
535	252
536	252
537	251
538	251
539	251
540	251
541	251
542	251
543	251
544	251
545	251
546	251
547	251
548	251
549	250
550	250
551	250
552	250
553	250
554	249
555	249
556	249
557	248
558	248
559	247
560	246
561	245
562	245
562	244
563	243
564	242
565	241
565	240
566	239
566	238
567	237
567	236
568	235
568	234
568	233
569	232
569	231
569	230
569	229
569	228
569	227
569	226
569	225
569	224
569	223
569	222
569	221
569	220
569	219
569	218
569	217
569	216
569	215
569	214
569	213
569	212
569	211
568	210
568	209
568	208
567	207
567	206
567	205
566	204
566	203
565	202
564	201
564	200
563	200
562	199
562	198
561	198
560	197
